,Year,COUNTY NAME,TOTAL ARRESTS,JUVENILE POP,CRIME RATE
10,2015,Collier,1093,64169,1.7033146846608176
11,2015,Columbia,120,14952,0.8025682182985553
12,2015,Desoto,110,7116,1.5458122540753232
13,2015,Dixie,28,3058,0.9156311314584695
14,2015,Duval,2745,207348,1.3238613345679728
15,2015,Escambia,1288,64775,1.988421458896179
16,2015,Flagler,163,18679,0.872637721505434
17,2015,Franklin,32,1926,1.6614745586708204
18,2015,Gadsden,83,10204,0.8134065072520581
19,2015,Gilchrist,4,3592,0.11135857461024498
20,2015,Glades,30,2154,1.392757660167131
21,2015,Gulf,42,2481,1.6928657799274487
22,2015,Hamilton,47,2750,1.709090909090909
23,2015,Hardee,151,7263,2.0790307035660196
24,2015,Hendry,296,10716,2.7622247107129527
25,2015,Hernando,699,33045,2.115297321833863
26,2015,Highlands,359,17459,2.056246062202875
27,2015,Hillsborough,6101,311644,1.9576824838597888
28,2015,Holmes,37,3870,0.9560723514211886
29,2015,Indian River,415,25452,1.6305201948766306
30,2015,Jackson,84,9133,0.919741596408628
31,2015,Jefferson,16,2471,0.6475111290975314
32,2015,Lafayette,4,1731,0.2310803004043905
33,2015,Lake,701,64467,1.0873780383762235
34,2015,Lee,2253,128634,1.7514809459396425
35,2015,Leon,798,53912,1.4801899391601128
36,2015,Levy,44,7861,0.5597252257982445
37,2015,Liberty,1,1608,0.06218905472636816
38,2015,Madison,63,3616,1.7422566371681416
39,2015,Manatee,1143,69639,1.641321673200362
40,2015,Marion,962,64388,1.494067217493943
41,2015,Martin,344,26209,1.3125262314472128
42,2015,Miami-Dade,4323,553772,0.7806461865171948
43,2015,Monroe,212,11615,1.8252260008609558
44,2015,Nassau,170,15728,1.0808748728382502
45,2015,Okaloosa,745,43869,1.698237935672115
46,2015,Okeechobee,98,8804,1.113130395274875
47,2015,Orange,4723,292397,1.6152696505094104
48,2015,Osecola,638,81133,0.7863631321410522
49,2015,Palm Beach,4080,278462,1.4651909416724724
50,2015,Pasco,1587,101723,1.5601191470955438
51,2015,Pinellas,5119,160090,3.197576363295646
52,2015,Polk,3292,147005,2.2393796129383357
53,2015,Putnam,122,15575,0.7833065810593901
54,2015,Santa Rosa,334,49875,0.6696741854636592
55,2015,Sarasota,524,61221,0.8559154538475359
56,2015,Seminole,1776,37164,4.778818211172102
57,2015,St. Johns,209,59785,0.34958601655933763
58,2015,St. Lucie,1423,96195,1.479286865221685
59,2015,Sumter,148,8517,1.7377010684513325
60,2015,Suwannee,98,9284,1.0555794915984489
61,2015,Taylor,79,4341,1.8198571757659525
62,2015,Union,25,2949,0.84774499830451
63,2015,Volusia,1643,93149,1.7638407282955266
64,2015,Wakulla,71,6643,1.068794219479151
65,2015,Walton,342,12881,2.6550733638692647
66,2015,Washington,25,4921,0.5080268238162975
0,2016,Alachua,730,47667,1.5314578219732728
1,2016,Baker,77,6877,1.1196742765740877
2,2016,Bay,1234,39597,3.1163977068969873
3,2016,Bradford,60,5393,1.112553309846097
4,2016,Brevard,2250,107226,2.098371663589055
5,2016,Broward,3644,409755,0.889311905894986
6,2016,Calhoun,21,2967,0.7077856420626896
7,2016,Charlotte,692,22583,3.064251870876323
8,2016,Citrus,263,21260,1.2370649106302918
9,2016,Clay,596,49568,1.2023886378308586
10,2016,Collier,998,64479,1.5477907535786843
11,2016,Columbia,104,15246,0.6821461366915913
12,2016,Desoto,57,7043,0.8093142126934546
13,2016,Dixie,17,3045,0.5582922824302134
14,2016,Duval,2596,209977,1.2363258833110293
15,2016,Escambia,1283,65554,1.9571650852732099
16,2016,Flagler,132,18892,0.6987084480203261
17,2016,Franklin,43,1920,2.2395833333333335
18,2016,Gadsden,27,10183,0.2651477953451832
19,2016,Gilchrist,6,3600,0.16666666666666669
20,2016,Glades,7,2152,0.3252788104089219
21,2016,Gulf,50,2484,2.0128824476650564
22,2016,Hamilton,49,2751,1.7811704834605597
23,2016,Hardee,139,7201,1.9302874600749895
24,2016,Hendry,236,10708,2.2039596563317145
25,2016,Hernando,683,33949,2.0118412913487878
26,2016,Highlands,453,17592,2.5750341064120055
27,2016,Hillsborough,5800,317391,1.8273990125743957
28,2016,Holmes,27,3924,0.6880733944954129
29,2016,Indian River,469,25459,1.8421776189166894
30,2016,Jackson,96,9051,1.0606562810739144
31,2016,Jefferson,17,2457,0.6919006919006919
32,2016,Lafayette,4,1734,0.2306805074971165
33,2016,Lake,622,65915,0.943639535765759
34,2016,Lee,2239,131178,1.7068410861577399
35,2016,Leon,949,53911,1.760308656860381
36,2016,Levy,68,7893,0.8615228683643734
37,2016,Liberty,2,1527,0.13097576948264572
38,2016,Madison,69,3539,1.949703306018649
39,2016,Manatee,1098,71062,1.5451296051335452
40,2016,Marion,1001,65478,1.52875775069489
41,2016,Martin,364,26402,1.378683433073252
42,2016,Miami-Dade,3574,557911,0.6406039672994438
43,2016,Monroe,222,11732,1.8922604841459256
44,2016,Nassau,222,16054,1.3828329388314438
45,2016,Okaloosa,766,44369,1.7264306159706102
46,2016,Okeechobee,145,8924,1.6248319139399372
47,2016,Orange,4297,298471,1.4396708557950353
48,2016,Osecola,520,84035,0.6187897899684656
49,2016,Palm Beach,3344,281789,1.1867035263974108
50,2016,Pasco,1445,104187,1.3869292714062216
51,2016,Pinellas,4192,160566,2.6107644208612033
52,2016,Polk,3230,149815,2.155992390615092
53,2016,Putnam,127,15664,0.8107763023493361
54,2016,Santa Rosa,375,51700,0.7253384912959381
55,2016,Sarasota,449,62094,0.7230972396688892
56,2016,Seminole,1661,37928,4.379350348027843
57,2016,St. Johns,194,60120,0.3226879574184963
58,2016,St. Lucie,1474,97187,1.5166637513247656
59,2016,Sumter,112,8748,1.2802926383173296
60,2016,Suwannee,59,9182,0.6425615334349816
61,2016,Taylor,22,4350,0.5057471264367815
62,2016,Union,27,2902,0.9303928325292902
63,2016,Volusia,1748,94496,1.8498137487301052
64,2016,Wakulla,62,6802,0.911496618641576
65,2016,Walton,302,13380,2.257100149476831
66,2016,Washington,11,4897,0.22462732285072493
0,2017,Alachua,780,47915,1.62788270896379
1,2017,Baker,77,6826,1.1280398476413713
2,2017,Bay,1313,39612,3.3146521256184993
3,2017,Bradford,34,5542,0.6134969325153374
4,2017,Brevard,2166,108792,1.9909552172953895
5,2017,Broward,3535,411519,0.8590125850811262
6,2017,Calhoun,24,2922,0.8213552361396305
7,2017,Charlotte,482,22516,2.1406999467045655
8,2017,Citrus,308,21780,1.4141414141414141
9,2017,Clay,466,50216,0.9279910785407042
10,2017,Collier,911,64749,1.406971536239942
11,2017,Columbia,119,15278,0.7788977614871057
12,2017,Desoto,63,7136,0.882847533632287
13,2017,Dixie,22,3079,0.7145177005521274
14,2017,Duval,1984,211784,0.9368035356778606
15,2017,Escambia,1444,65715,2.1973674199193485
16,2017,Flagler,104,19082,0.5450162456765538
17,2017,Franklin,29,1875,1.5466666666666666
18,2017,Gadsden,107,10122,1.0571033392610156
19,2017,Gilchrist,32,3646,0.877674163466813
20,2017,Glades,8,2131,0.37541060534960113
21,2017,Gulf,16,2514,0.6364359586316627
22,2017,Hamilton,50,2782,1.7972681524083391
23,2017,Hardee,152,7237,2.1003178112477547
24,2017,Hendry,160,10954,1.460653642505021
25,2017,Hernando,538,34479,1.560370080338757
26,2017,Highlands,407,17876,2.2767957037368536
27,2017,Hillsborough,5150,321547,1.601632109769334
28,2017,Holmes,57,3912,1.4570552147239262
29,2017,Indian River,510,25266,2.0185229161719307
30,2017,Jackson,93,9093,1.022764764104256
31,2017,Jefferson,53,2471,2.144880615135573
32,2017,Lafayette,6,1703,0.35231943628890194
33,2017,Lake,575,67047,0.8576073500678629
34,2017,Lee,2227,132325,1.6829775174759116
35,2017,Leon,873,54259,1.6089496673362944
36,2017,Levy,98,7934,1.2351903201411647
37,2017,Liberty,20,1491,1.341381623071764
38,2017,Madison,61,3514,1.7359134889015366
39,2017,Manatee,1066,71646,1.4878709209167296
40,2017,Marion,1179,66514,1.7725591604774933
41,2017,Martin,372,26374,1.4104800181997421
42,2017,Miami-Dade,3528,557885,0.6323883954578452
43,2017,Monroe,122,11767,1.0367978244242373
44,2017,Nassau,216,16465,1.3118736714242332
45,2017,Okaloosa,770,45065,1.708643071119494
46,2017,Okeechobee,192,8839,2.1721914243692724
47,2017,Orange,3621,301983,1.1990741200663613
48,2017,Osecola,629,86747,0.7250971215142887
49,2017,Palm Beach,4070,283212,1.4370859991808256
50,2017,Pasco,1181,107248,1.1011860361032375
51,2017,Pinellas,3816,159888,2.3866706694686277
52,2017,Polk,3001,153297,1.957637788084568
53,2017,Putnam,122,15907,0.7669579430439429
54,2017,Santa Rosa,370,53384,0.6930915630151356
55,2017,Sarasota,377,62999,0.598422197177733
56,2017,Seminole,1455,38606,3.7688442211055273
57,2017,St. Johns,202,60303,0.33497504270102646
58,2017,St. Lucie,1498,98067,1.5275270988201943
59,2017,Sumter,154,8956,1.719517641804377
60,2017,Suwannee,33,9287,0.3553354150963713
61,2017,Taylor,49,4361,1.1235955056179776
62,2017,Union,36,2903,1.2400964519462625
63,2017,Volusia,1599,95946,1.6665624413732725
64,2017,Wakulla,67,6882,0.973554199360651
65,2017,Walton,463,13937,3.3220922723685153
66,2017,Washington,46,4874,0.943783340172343
