,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT
453,PINELLAS COUNTY SCHOOL DISTRICT,2014,9.481544516540794,1.1874655500865479,3.2602237672974828,5.033855199156763,10.19013451180242,5.6205819496958735,2.934349343880245,0.7739795573004806,0.8434692634245873
454,POLK COUNTY SCHOOL DISTRICT,2014,9.120496564678978,1.1269486386328138,4.99737629271181,2.996171633334354,9.000775882310904,5.511878145641277,2.6211346257899195,0.5821873755780834,0.11185976948128185
455,PUTNAM COUNTY SCHOOL DISTRICT,2014,9.522455224552246,1.930609306093061,4.786337863378634,2.805508055080551,9.564575645756458,5.15030150301503,3.5684456844568446,0.5760057600576006,0.26037260372603727
456,ST JOHNS COUNTY SCHOOL DISTRICT,2014,9.47303695322038,0.515528690111068,3.529970520799214,5.427537742310097,10.007354911711282,4.9296965726706965,3.0143822767471637,0.4140487746776643,1.453801030283179
457,ST LUCIE COUNTY SCHOOL DISTRICT,2014,9.675127289307698,1.1814474250829596,4.30785014058819,4.185829723636548,9.320971705043442,4.948071028700256,3.1357245991336726,0.522000151987233,0.3523823998784102
458,SANTA ROSA COUNTY SCHOOL DISTRICT,2014,8.791372185532769,0.8043486656625343,4.513806820376163,3.473216699494072,8.854246321399605,4.64975089792608,2.7814853435291393,0.7059823118217279,0.6350751168269416
459,SARASOTA COUNTY SCHOOL DISTRICT,2014,12.019326005556227,0.9435680637758184,1.7543423118734147,9.321415629906994,12.791327455006643,6.711462737045537,3.3404517453798768,0.6621572653702138,1.8528324676893344
460,SEMINOLE COUNTY SCHOOL DISTRICT,2014,8.843071039768084,0.8325083653297559,4.180305623660391,3.830257050777937,8.59581193813511,5.09865692125025,2.5563985135155973,0.4763072273365098,0.3239425760589659
461,SUMTER COUNTY SCHOOL DISTRICT,2014,9.35812605650809,0.9474764549625694,1.8650084520647188,6.545641149480802,9.361748369958947,5.78628350639942,2.610359816469452,0.41475489012315864,0.37285679787490944
462,SUWANNEE COUNTY SCHOOL DISTRICT,2014,8.648101689245694,1.4169593577521324,4.881418297374143,2.349724034119418,9.322461950158889,5.038635223281485,2.9931426659976585,0.8133467134972403,0.46797123264759993
463,TAYLOR COUNTY SCHOOL DISTRICT,2014,9.43489755452743,1.6619299405155321,3.9927296761401188,3.780237937871778,10.107402511566423,4.760740251156642,3.729676140118969,0.9173826834104428,0.6996034368803701
464,UNION COUNTY SCHOOL DISTRICT,2014,8.459196617336152,0.8972515856236787,6.152219873150106,1.4097251585623678,9.038477801268499,5.176321353065539,3.2101479915433404,0.5890063424947146,0.04904862579281184
465,VOLUSIA COUNTY SCHOOL DISTRICT,2014,9.231490251151246,0.9713086645546882,4.092344622619942,4.167836963976616,8.952251869754074,4.938469577713184,2.8767758581273064,0.4672262320781214,0.3534733335510631
466,WAKULLA COUNTY SCHOOL DISTRICT,2014,8.570780757097792,0.893730283911672,5.371845425867508,2.305205047318612,8.723383280757098,4.384266561514195,3.3349763406940065,0.4422318611987382,0.5453470031545742
467,WALTON COUNTY SCHOOL DISTRICT,2014,11.311516053055659,0.9458286847650923,1.7642246188174042,8.601462749473162,11.107598859551258,5.473162266022065,3.616834015123342,0.6388992190405355,1.2613115160530557
468,WASHINGTON COUNTY SCHOOL DISTRICT,2014,10.222960725075529,1.7468277945619335,5.642900302114803,2.8332326283987914,12.68761329305136,5.530211480362538,4.066767371601208,1.8782477341389727,1.2096676737160121
469,ALACHUA COUNTY SCHOOL DISTRICT,2011,10.26605604623269,2.007632755424708,3.547123178133973,4.711300112674008,9.982662741249591,5.022098644277251,3.6538000218078728,0.5726020426707374,0.6093483080725475
470,BAKER COUNTY SCHOOL DISTRICT,2011,9.010591526778578,1.5509592326139088,5.678657074340528,1.7809752198241406,9.054556354916068,4.604716227018385,3.229416466826539,0.5035971223021583,0.679056754596323
471,BAY COUNTY SCHOOL DISTRICT,2011,9.589435126277232,1.7472527472527473,2.57852323115481,5.263659147869674,9.320416425679584,5.307769423558897,2.778716020821284,0.6071332176595334,0.42244071717755927
472,BRADFORD COUNTY SCHOOL DISTRICT,2011,10.260829774252594,2.315741305674192,5.092739475289811,2.8523489932885906,10.23672971323978,5.310250152532031,3.4524100061012812,0.87522879804759,0.5896888346552777
473,BREVARD COUNTY SCHOOL DISTRICT,2011,9.25427879664932,1.5128990064842902,3.938120947318621,3.8032588428464087,8.91712353546879,5.078521136559709,2.7039629310104916,0.47911390643697993,0.2841260123006707
474,BROWARD COUNTY SCHOOL DISTRICT,2011,9.660980535886958,1.7150722106116847,3.4691077388564833,4.476800586418791,10.13462288280982,5.5763982033126425,3.0470889609781966,0.6200169999064226,0.5064022583361927
475,CALHOUN COUNTY SCHOOL DISTRICT,2011,15.049355269008448,1.9146287238772788,11.081814139617608,2.0529124055135615,14.904846598488216,5.3654957759004,3.3606047132058694,0.6136060471320587,5.565140062249889
476,CHARLOTTE COUNTY SCHOOL DISTRICT,2011,10.583353365384616,1.6881009615384615,1.5112980769230768,7.383954326923077,13.400661057692307,5.257151442307692,3.9251802884615383,0.6650240384615385,3.3515625
477,CITRUS COUNTY SCHOOL DISTRICT,2011,9.94341307814992,1.7083253588516747,2.6779585326953748,5.557129186602871,11.69122807017544,5.3400956937799045,3.6868261562998406,0.7170653907496013,1.8911004784688996
478,CLAY COUNTY SCHOOL DISTRICT,2011,8.89472802412599,1.282782307606389,4.969535351278901,2.6424103652407016,8.837484642019435,5.2617837596336425,2.5637495811459847,0.42326594437618675,0.4964257790684687
479,COLLIER COUNTY SCHOOL DISTRICT,2011,12.246930263985647,1.9546820755376406,1.502691115822829,8.789557072625177,11.811598592697873,6.1402409189403295,3.7139728325450267,0.5973345138516741,0.7961508888837112
480,COLUMBIA COUNTY SCHOOL DISTRICT,2011,9.305606523955149,1.9542303771661569,4.9377166156982675,2.413659531090724,9.461875637104995,4.979204892966361,3.3518858307849135,0.5325178389398573,0.44862385321100917
481,MIAMI-DADE COUNTY PUBLIC SCHOOL DISTRICT,2011,9.956406211316018,1.9096313398547928,3.0801201038673907,4.966654767593835,10.398127623313739,5.814506888987408,2.8343015724048986,0.7544002579411917,0.5943414151068326
482,DE SOTO COUNTY SCHOOL DISTRICT,2011,9.891251518833537,2.0153908464965573,5.070473876063184,2.8053867962737953,9.863912515188336,5.340421223167274,3.264277035236938,0.6498582422033212,0.5858647225597408
483,DIXIE COUNTY SCHOOL DISTRICT,2011,10.155786350148368,2.5608308605341246,5.1513353115727005,2.443620178041543,10.220079129574678,4.906033630069238,4.119188921859545,0.5642927794263106,0.6186943620178041
484,DUVAL COUNTY SCHOOL DISTRICT,2011,9.761873271127527,1.8097776559110301,3.7980999540311458,4.153995661185351,10.06178375283273,5.42277635749252,3.1900207263078943,0.3946627740993734,0.9293047412437397
485,ESCAMBIA COUNTY SCHOOL DISTRICT,2011,9.76043453401944,2.009719839908519,4.022795634772665,3.727919059338255,10.00467347801228,5.015014791060731,3.1778904715738188,0.5641981753548612,1.1852238546250031
486,FLAGLER COUNTY SCHOOL DISTRICT,2011,9.9201917871781,1.3727476606604285,2.5288067434846493,6.018637383033021,9.866212976567937,5.158147088392235,2.693681849818266,1.056453483875957,0.6497563993503983
487,FRANKLIN COUNTY SCHOOL DISTRICT,2011,13.275555555555556,2.965925925925926,2.002222222222222,8.307407407407407,13.341481481481482,7.901481481481482,3.582962962962963,0.7251851851851852,0.6244444444444445
488,GADSDEN COUNTY SCHOOL DISTRICT,2011,10.184156215272266,3.157167804413399,4.823781552627401,2.2032068582314652,10.38736307350373,4.999841244642007,4.06239085569138,0.7307509128433085,0.5737418637879028
489,GILCHRIST COUNTY SCHOOL DISTRICT,2011,10.216995447647951,2.0838391502276177,5.438163884673748,2.694992412746586,10.004931714719271,5.800075872534142,3.4939301972685888,0.5584218512898331,0.1415022761760243
490,GLADES COUNTY SCHOOL DISTRICT,2011,11.17210270645385,2.196391394864677,5.1603053435114505,3.815405968077724,10.560721721027065,6.070090215128383,3.510062456627342,0.47952810548230396,0.5010409437890354
491,GULF COUNTY SCHOOL DISTRICT,2011,10.28103277060576,2.0595829195630584,2.035749751737835,6.185700099304866,10.805362462760675,5.540218470705065,3.982125124131082,0.5367428003972194,0.7288977159880834
492,HAMILTON COUNTY SCHOOL DISTRICT,2011,11.896609227348527,3.8449138410227905,4.4135630906058925,3.6381322957198443,12.165647581989994,5.45692051139522,5.306837131739855,0.7993329627570873,0.5919955530850473
493,HARDEE COUNTY SCHOOL DISTRICT,2011,9.838959491660047,2.296664019062748,4.749602859412232,2.7926926131850673,9.5,5.05659253375695,3.4171961874503576,0.5782366957903098,0.41382049245432884
494,HENDRY COUNTY SCHOOL DISTRICT,2011,9.974637149978008,2.4459756633924643,5.021551092215217,2.507110394370327,9.470898695205982,5.490983726726286,3.04251576015247,0.5764550652397009,0.344084445096027
495,HERNANDO COUNTY SCHOOL DISTRICT,2011,9.231572914829837,1.588123787691765,4.033680126961735,3.609769000176336,10.528213718920826,4.888070886968789,3.060968083230471,0.4593546111796861,1.7530858755069652
496,HIGHLANDS COUNTY SCHOOL DISTRICT,2011,9.987467018469657,2.205227572559367,3.9609993403693933,3.821240105540897,9.733756596306069,5.049472295514512,3.357354881266491,0.6771108179419525,0.41160949868073876
497,HILLSBOROUGH COUNTY SCHOOL DISTRICT,2011,10.0137977123763,2.1806965685644517,4.550217195733196,3.282883948078653,10.136193291350725,5.288194319496209,3.017313969926745,1.0232772137257422,0.5418378100501221
